mm, 1, 1, 1, openmp, 256, 256, 256, 0.302492, 5, 0.060498
mm, 1, 1, 2, openmp, 256, 256, 256, 0.155382, 5, 0.031076
mm, 1, 1, 4, openmp, 256, 256, 256, 0.082989, 5, 0.016598
mm, 1, 1, 8, openmp, 256, 256, 256, 0.042278, 5, 0.008456
mm, 1, 1, 1, mkl, 256, 256, 256, 0.033163, 5, 0.006633
mm, 1, 1, 2, mkl, 256, 256, 256, 0.018708, 5, 0.003742
mm, 1, 1, 4, mkl, 256, 256, 256, 0.013696, 5, 0.002739
mm, 1, 1, 8, mkl, 256, 256, 256, 0.018410, 5, 0.003682
mm, 1, 1, 1, openmp, 256, 256, 512, 0.601516, 5, 0.120303
mm, 1, 1, 2, openmp, 256, 256, 512, 0.305025, 5, 0.061005
mm, 1, 1, 4, openmp, 256, 256, 512, 0.154087, 5, 0.030817
mm, 1, 1, 8, openmp, 256, 256, 512, 0.114981, 5, 0.022996
mm, 1, 1, 1, mkl, 256, 256, 512, 0.058064, 5, 0.011613
mm, 1, 1, 2, mkl, 256, 256, 512, 0.032900, 5, 0.006580
mm, 1, 1, 4, mkl, 256, 256, 512, 0.019738, 5, 0.003948
mm, 1, 1, 8, mkl, 256, 256, 512, 0.020176, 5, 0.004035
mm, 1, 1, 1, openmp, 256, 256, 1024, 1.230518, 5, 0.246104
mm, 1, 1, 2, openmp, 256, 256, 1024, 0.622091, 5, 0.124418
mm, 1, 1, 4, openmp, 256, 256, 1024, 0.313262, 5, 0.062652
mm, 1, 1, 8, openmp, 256, 256, 1024, 0.403388, 5, 0.080678
mm, 1, 1, 1, mkl, 256, 256, 1024, 0.109729, 5, 0.021946
mm, 1, 1, 2, mkl, 256, 256, 1024, 0.059990, 5, 0.011998
mm, 1, 1, 4, mkl, 256, 256, 1024, 0.034807, 5, 0.006961
mm, 1, 1, 8, mkl, 256, 256, 1024, 0.027324, 5, 0.005465
mm, 1, 1, 1, openmp, 256, 256, 2048, 2.291328, 5, 0.458266
mm, 1, 1, 2, openmp, 256, 256, 2048, 1.174450, 5, 0.234890
mm, 1, 1, 4, openmp, 256, 256, 2048, 0.604396, 5, 0.120879
mm, 1, 1, 8, openmp, 256, 256, 2048, 0.310129, 5, 0.062026
mm, 1, 1, 1, mkl, 256, 256, 2048, 0.215520, 5, 0.043104
mm, 1, 1, 2, mkl, 256, 256, 2048, 0.114124, 5, 0.022825
mm, 1, 1, 4, mkl, 256, 256, 2048, 0.063212, 5, 0.012642
mm, 1, 1, 8, mkl, 256, 256, 2048, 0.037738, 5, 0.007548
mm, 1, 1, 1, openmp, 256, 512, 256, 0.602399, 5, 0.120480
mm, 1, 1, 2, openmp, 256, 512, 256, 0.311103, 5, 0.062221
mm, 1, 1, 4, openmp, 256, 512, 256, 0.154799, 5, 0.030960
mm, 1, 1, 8, openmp, 256, 512, 256, 0.182781, 5, 0.036556
mm, 1, 1, 1, mkl, 256, 512, 256, 0.057331, 5, 0.011466
mm, 1, 1, 2, mkl, 256, 512, 256, 0.033163, 5, 0.006633
mm, 1, 1, 4, mkl, 256, 512, 256, 0.020469, 5, 0.004094
mm, 1, 1, 8, mkl, 256, 512, 256, 0.020159, 5, 0.004032
mm, 1, 1, 1, openmp, 256, 512, 512, 1.202234, 5, 0.240447
mm, 1, 1, 2, openmp, 256, 512, 512, 0.611005, 5, 0.122201
mm, 1, 1, 4, openmp, 256, 512, 512, 0.306326, 5, 0.061265
mm, 1, 1, 8, openmp, 256, 512, 512, 0.177164, 5, 0.035433
mm, 1, 1, 1, mkl, 256, 512, 512, 0.109235, 5, 0.021847
mm, 1, 1, 2, mkl, 256, 512, 512, 0.058380, 5, 0.011676
mm, 1, 1, 4, mkl, 256, 512, 512, 0.034897, 5, 0.006979
mm, 1, 1, 8, mkl, 256, 512, 512, 0.026489, 5, 0.005298
mm, 1, 1, 1, openmp, 256, 512, 1024, 2.435081, 5, 0.487016
mm, 1, 1, 2, openmp, 256, 512, 1024, 1.255820, 5, 0.251164
mm, 1, 1, 4, openmp, 256, 512, 1024, 0.630491, 5, 0.126098
mm, 1, 1, 8, openmp, 256, 512, 1024, 0.882861, 5, 0.176572
mm, 1, 1, 1, mkl, 256, 512, 1024, 0.212687, 5, 0.042537
mm, 1, 1, 2, mkl, 256, 512, 1024, 0.112587, 5, 0.022517
mm, 1, 1, 4, mkl, 256, 512, 1024, 0.060831, 5, 0.012166
mm, 1, 1, 8, mkl, 256, 512, 1024, 0.042226, 5, 0.008445
mm, 1, 1, 1, openmp, 256, 512, 2048, 4.553786, 5, 0.910757
mm, 1, 1, 2, openmp, 256, 512, 2048, 2.331157, 5, 0.466231
mm, 1, 1, 4, openmp, 256, 512, 2048, 1.171295, 5, 0.234259
mm, 1, 1, 8, openmp, 256, 512, 2048, 0.879094, 5, 0.175819
mm, 1, 1, 1, mkl, 256, 512, 2048, 0.420727, 5, 0.084145
mm, 1, 1, 2, mkl, 256, 512, 2048, 0.222704, 5, 0.044541
mm, 1, 1, 4, mkl, 256, 512, 2048, 0.114602, 5, 0.022920
mm, 1, 1, 8, mkl, 256, 512, 2048, 0.066205, 5, 0.013241
mm, 1, 1, 1, openmp, 256, 1024, 256, 1.208137, 5, 0.241627
mm, 1, 1, 2, openmp, 256, 1024, 256, 0.613218, 5, 0.122644
mm, 1, 1, 4, openmp, 256, 1024, 256, 0.308496, 5, 0.061699
mm, 1, 1, 8, openmp, 256, 1024, 256, 0.250218, 5, 0.050044
mm, 1, 1, 1, mkl, 256, 1024, 256, 0.109166, 5, 0.021833
mm, 1, 1, 2, mkl, 256, 1024, 256, 0.057472, 5, 0.011494
mm, 1, 1, 4, mkl, 256, 1024, 256, 0.033684, 5, 0.006737
mm, 1, 1, 8, mkl, 256, 1024, 256, 0.044274, 5, 0.008855
mm, 1, 1, 1, openmp, 256, 1024, 512, 2.403852, 5, 0.480770
mm, 1, 1, 2, openmp, 256, 1024, 512, 1.222455, 5, 0.244491
mm, 1, 1, 4, openmp, 256, 1024, 512, 0.605057, 5, 0.121011
mm, 1, 1, 8, openmp, 256, 1024, 512, 0.523745, 5, 0.104749
mm, 1, 1, 1, mkl, 256, 1024, 512, 0.212017, 5, 0.042403
mm, 1, 1, 2, mkl, 256, 1024, 512, 0.113297, 5, 0.022659
mm, 1, 1, 4, mkl, 256, 1024, 512, 0.059277, 5, 0.011855
mm, 1, 1, 8, mkl, 256, 1024, 512, 0.026478, 5, 0.005296
mm, 1, 1, 1, openmp, 256, 1024, 1024, 4.840131, 5, 0.968026
mm, 1, 1, 2, openmp, 256, 1024, 1024, 2.457671, 5, 0.491534
mm, 1, 1, 4, openmp, 256, 1024, 1024, 1.223516, 5, 0.244703
mm, 1, 1, 8, openmp, 256, 1024, 1024, 0.627522, 5, 0.125504
mm, 1, 1, 1, mkl, 256, 1024, 1024, 0.419760, 5, 0.083952
mm, 1, 1, 2, mkl, 256, 1024, 1024, 0.210534, 5, 0.042107
mm, 1, 1, 4, mkl, 256, 1024, 1024, 0.113796, 5, 0.022759
mm, 1, 1, 8, mkl, 256, 1024, 1024, 0.041392, 5, 0.008278
mm, 1, 1, 1, openmp, 256, 1024, 2048, 9.080899, 5, 1.816180
mm, 1, 1, 2, openmp, 256, 1024, 2048, 4.587981, 5, 0.917596
mm, 1, 1, 4, openmp, 256, 1024, 2048, 2.221110, 5, 0.444222
mm, 1, 1, 8, openmp, 256, 1024, 2048, 1.219947, 5, 0.243989
mm, 1, 1, 1, mkl, 256, 1024, 2048, 0.831750, 5, 0.166350
mm, 1, 1, 2, mkl, 256, 1024, 2048, 0.429066, 5, 0.085813
mm, 1, 1, 4, mkl, 256, 1024, 2048, 0.218169, 5, 0.043634
mm, 1, 1, 8, mkl, 256, 1024, 2048, 0.072960, 5, 0.014592
mm, 1, 1, 1, openmp, 256, 2048, 256, 2.410575, 5, 0.482115
mm, 1, 1, 2, openmp, 256, 2048, 256, 1.234566, 5, 0.246913
mm, 1, 1, 4, openmp, 256, 2048, 256, 0.605993, 5, 0.121199
mm, 1, 1, 8, openmp, 256, 2048, 256, 0.494254, 5, 0.098851
mm, 1, 1, 1, mkl, 256, 2048, 256, 0.215064, 5, 0.043013
mm, 1, 1, 2, mkl, 256, 2048, 256, 0.110259, 5, 0.022052
mm, 1, 1, 4, mkl, 256, 2048, 256, 0.059324, 5, 0.011865
mm, 1, 1, 8, mkl, 256, 2048, 256, 0.030773, 5, 0.006155
mm, 1, 1, 1, openmp, 256, 2048, 512, 4.800623, 5, 0.960125
mm, 1, 1, 2, openmp, 256, 2048, 512, 2.439655, 5, 0.487931
mm, 1, 1, 4, openmp, 256, 2048, 512, 1.223221, 5, 0.244644
mm, 1, 1, 8, openmp, 256, 2048, 512, 0.689559, 5, 0.137912
mm, 1, 1, 1, mkl, 256, 2048, 512, 0.420588, 5, 0.084118
mm, 1, 1, 2, mkl, 256, 2048, 512, 0.211282, 5, 0.042256
mm, 1, 1, 4, mkl, 256, 2048, 512, 0.112455, 5, 0.022491
mm, 1, 1, 8, mkl, 256, 2048, 512, 0.045704, 5, 0.009141
mm, 1, 1, 1, openmp, 256, 2048, 1024, 9.641602, 5, 1.928320
mm, 1, 1, 2, openmp, 256, 2048, 1024, 4.918476, 5, 0.983695
mm, 1, 1, 4, openmp, 256, 2048, 1024, 2.460144, 5, 0.492029
mm, 1, 1, 8, openmp, 256, 2048, 1024, 2.082584, 5, 0.416517
mm, 1, 1, 1, mkl, 256, 2048, 1024, 0.833227, 5, 0.166645
mm, 1, 1, 2, mkl, 256, 2048, 1024, 0.418854, 5, 0.083771
mm, 1, 1, 4, mkl, 256, 2048, 1024, 0.215848, 5, 0.043170
mm, 1, 1, 8, mkl, 256, 2048, 1024, 0.176115, 5, 0.035223
mm, 1, 1, 1, openmp, 256, 2048, 2048, 18.098877, 5, 3.619775
mm, 1, 1, 2, openmp, 256, 2048, 2048, 9.145329, 5, 1.829066
mm, 1, 1, 4, openmp, 256, 2048, 2048, 4.567589, 5, 0.913518
mm, 1, 1, 8, openmp, 256, 2048, 2048, 2.685315, 5, 0.537063
mm, 1, 1, 1, mkl, 256, 2048, 2048, 1.657956, 5, 0.331591
mm, 1, 1, 2, mkl, 256, 2048, 2048, 0.847515, 5, 0.169503
mm, 1, 1, 4, mkl, 256, 2048, 2048, 0.428811, 5, 0.085762
mm, 1, 1, 8, mkl, 256, 2048, 2048, 0.228430, 5, 0.045686
mm, 1, 1, 1, openmp, 512, 256, 256, 0.653818, 5, 0.130764
mm, 1, 1, 2, openmp, 512, 256, 256, 0.332870, 5, 0.066574
mm, 1, 1, 4, openmp, 512, 256, 256, 0.168976, 5, 0.033795
mm, 1, 1, 8, openmp, 512, 256, 256, 0.133255, 5, 0.026651
mm, 1, 1, 1, mkl, 512, 256, 256, 0.057654, 5, 0.011531
mm, 1, 1, 2, mkl, 512, 256, 256, 0.032149, 5, 0.006430
mm, 1, 1, 4, mkl, 512, 256, 256, 0.019557, 5, 0.003911
mm, 1, 1, 8, mkl, 512, 256, 256, 0.016972, 5, 0.003394
mm, 1, 1, 1, openmp, 512, 256, 512, 1.314912, 5, 0.262982
mm, 1, 1, 2, openmp, 512, 256, 512, 0.704883, 5, 0.140977
mm, 1, 1, 4, openmp, 512, 256, 512, 0.357339, 5, 0.071468
mm, 1, 1, 8, openmp, 512, 256, 512, 0.609322, 5, 0.121864
mm, 1, 1, 1, mkl, 512, 256, 512, 0.113977, 5, 0.022795
mm, 1, 1, 2, mkl, 512, 256, 512, 0.065583, 5, 0.013117
mm, 1, 1, 4, mkl, 512, 256, 512, 0.048529, 5, 0.009706
mm, 1, 1, 8, mkl, 512, 256, 512, 0.037271, 5, 0.007454
mm, 1, 1, 1, openmp, 512, 256, 1024, 2.385400, 5, 0.477080
mm, 1, 1, 2, openmp, 512, 256, 1024, 1.243653, 5, 0.248731
mm, 1, 1, 4, openmp, 512, 256, 1024, 0.626980, 5, 0.125396
mm, 1, 1, 8, openmp, 512, 256, 1024, 0.642120, 5, 0.128424
mm, 1, 1, 1, mkl, 512, 256, 1024, 0.212675, 5, 0.042535
mm, 1, 1, 2, mkl, 512, 256, 1024, 0.110956, 5, 0.022191
mm, 1, 1, 4, mkl, 512, 256, 1024, 0.060994, 5, 0.012199
mm, 1, 1, 8, mkl, 512, 256, 1024, 0.067257, 5, 0.013451
mm, 1, 1, 1, openmp, 512, 256, 2048, 16.649325, 5, 3.329865
mm, 1, 1, 2, openmp, 512, 256, 2048, 11.236009, 5, 2.247202
mm, 1, 1, 4, openmp, 512, 256, 2048, 4.783076, 5, 0.956615
mm, 1, 1, 8, openmp, 512, 256, 2048, 2.821447, 5, 0.564289
mm, 1, 1, 1, mkl, 512, 256, 2048, 0.421299, 5, 0.084260
mm, 1, 1, 2, mkl, 512, 256, 2048, 0.215494, 5, 0.043099
mm, 1, 1, 4, mkl, 512, 256, 2048, 0.115335, 5, 0.023067
mm, 1, 1, 8, mkl, 512, 256, 2048, 0.166007, 5, 0.033201
mm, 1, 1, 1, openmp, 512, 512, 256, 1.307646, 5, 0.261529
mm, 1, 1, 2, openmp, 512, 512, 256, 0.654166, 5, 0.130833
mm, 1, 1, 4, openmp, 512, 512, 256, 0.339193, 5, 0.067839
mm, 1, 1, 8, openmp, 512, 512, 256, 0.221087, 5, 0.044217
mm, 1, 1, 1, mkl, 512, 512, 256, 0.109385, 5, 0.021877
mm, 1, 1, 2, mkl, 512, 512, 256, 0.057663, 5, 0.011533
mm, 1, 1, 4, mkl, 512, 512, 256, 0.033851, 5, 0.006770
mm, 1, 1, 8, mkl, 512, 512, 256, 0.029649, 5, 0.005930
mm, 1, 1, 1, openmp, 512, 512, 512, 2.619731, 5, 0.523946
mm, 1, 1, 2, openmp, 512, 512, 512, 1.315181, 5, 0.263036
mm, 1, 1, 4, openmp, 512, 512, 512, 0.672846, 5, 0.134569
mm, 1, 1, 8, openmp, 512, 512, 512, 1.826153, 5, 0.365231
mm, 1, 1, 1, mkl, 512, 512, 512, 0.210716, 5, 0.042143
mm, 1, 1, 2, mkl, 512, 512, 512, 0.108031, 5, 0.021606
mm, 1, 1, 4, mkl, 512, 512, 512, 0.070000, 5, 0.014000
mm, 1, 1, 8, mkl, 512, 512, 512, 0.034492, 5, 0.006898
mm, 1, 1, 1, openmp, 512, 512, 1024, 5.573491, 5, 1.114698
mm, 1, 1, 2, openmp, 512, 512, 1024, 2.789761, 5, 0.557952
mm, 1, 1, 4, openmp, 512, 512, 1024, 1.237954, 5, 0.247591
mm, 1, 1, 8, openmp, 512, 512, 1024, 0.891908, 5, 0.178382
mm, 1, 1, 1, mkl, 512, 512, 1024, 0.417353, 5, 0.083471
mm, 1, 1, 2, mkl, 512, 512, 1024, 0.216771, 5, 0.043354
mm, 1, 1, 4, mkl, 512, 512, 1024, 0.117478, 5, 0.023496
mm, 1, 1, 8, mkl, 512, 512, 1024, 0.105896, 5, 0.021179
mm, 1, 1, 1, openmp, 512, 512, 2048, 32.500003, 5, 6.500001
mm, 1, 1, 2, openmp, 512, 512, 2048, 17.615815, 5, 3.523163
mm, 1, 1, 4, openmp, 512, 512, 2048, 10.158458, 5, 2.031692
mm, 1, 1, 8, openmp, 512, 512, 2048, 5.338560, 5, 1.067712
mm, 1, 1, 1, mkl, 512, 512, 2048, 0.531253, 5, 0.106251
mm, 1, 1, 2, mkl, 512, 512, 2048, 0.430317, 5, 0.086063
mm, 1, 1, 4, mkl, 512, 512, 2048, 0.222203, 5, 0.044441
mm, 1, 1, 8, mkl, 512, 512, 2048, 0.143093, 5, 0.028619
mm, 1, 1, 1, openmp, 512, 1024, 256, 2.602660, 5, 0.520532
mm, 1, 1, 2, openmp, 512, 1024, 256, 1.327739, 5, 0.265548
mm, 1, 1, 4, openmp, 512, 1024, 256, 0.673580, 5, 0.134716
mm, 1, 1, 8, openmp, 512, 1024, 256, 0.334579, 5, 0.066916
mm, 1, 1, 1, mkl, 512, 1024, 256, 0.211018, 5, 0.042204
mm, 1, 1, 2, mkl, 512, 1024, 256, 0.114043, 5, 0.022809
mm, 1, 1, 4, mkl, 512, 1024, 256, 0.058675, 5, 0.011735
mm, 1, 1, 8, mkl, 512, 1024, 256, 0.048985, 5, 0.009797
mm, 1, 1, 1, openmp, 512, 1024, 512, 5.194772, 5, 1.038954
mm, 1, 1, 2, openmp, 512, 1024, 512, 2.661401, 5, 0.532280
mm, 1, 1, 4, openmp, 512, 1024, 512, 1.320175, 5, 0.264035
mm, 1, 1, 8, openmp, 512, 1024, 512, 0.958104, 5, 0.191621
mm, 1, 1, 1, mkl, 512, 1024, 512, 0.416754, 5, 0.083351
mm, 1, 1, 2, mkl, 512, 1024, 512, 0.218548, 5, 0.043710
mm, 1, 1, 4, mkl, 512, 1024, 512, 0.113710, 5, 0.022742
mm, 1, 1, 8, mkl, 512, 1024, 512, 0.067200, 5, 0.013440
mm, 1, 1, 1, openmp, 512, 1024, 1024, 11.064585, 5, 2.212917
mm, 1, 1, 2, openmp, 512, 1024, 1024, 4.842411, 5, 0.968482
mm, 1, 1, 4, openmp, 512, 1024, 1024, 2.449626, 5, 0.489925
mm, 1, 1, 8, openmp, 512, 1024, 1024, 1.033901, 5, 0.206780
mm, 1, 1, 1, mkl, 512, 1024, 1024, 0.825258, 5, 0.165052
mm, 1, 1, 2, mkl, 512, 1024, 1024, 0.425863, 5, 0.085173
mm, 1, 1, 4, mkl, 512, 1024, 1024, 0.215253, 5, 0.043051
mm, 1, 1, 8, mkl, 512, 1024, 1024, 0.230800, 5, 0.046160
mm, 1, 1, 1, openmp, 512, 1024, 2048, 66.716947, 5, 13.343389
mm, 1, 1, 2, openmp, 512, 1024, 2048, 37.806445, 5, 7.561289
mm, 1, 1, 4, openmp, 512, 1024, 2048, 21.382145, 5, 4.276429
mm, 1, 1, 8, openmp, 512, 1024, 2048, 12.012954, 5, 2.402591
mm, 1, 1, 1, mkl, 512, 1024, 2048, 1.642626, 5, 0.328525
mm, 1, 1, 2, mkl, 512, 1024, 2048, 0.835333, 5, 0.167067
mm, 1, 1, 4, mkl, 512, 1024, 2048, 0.422949, 5, 0.084590
mm, 1, 1, 8, mkl, 512, 1024, 2048, 0.222156, 5, 0.044431
mm, 1, 1, 1, openmp, 512, 2048, 256, 5.205130, 5, 1.041026
mm, 1, 1, 2, openmp, 512, 2048, 256, 2.611225, 5, 0.522245
mm, 1, 1, 4, openmp, 512, 2048, 256, 1.305637, 5, 0.261127
mm, 1, 1, 8, openmp, 512, 2048, 256, 0.804526, 5, 0.160905
mm, 1, 1, 1, mkl, 512, 2048, 256, 0.417689, 5, 0.083538
mm, 1, 1, 2, mkl, 512, 2048, 256, 0.215666, 5, 0.043133
mm, 1, 1, 4, mkl, 512, 2048, 256, 0.110486, 5, 0.022097
mm, 1, 1, 8, mkl, 512, 2048, 256, 0.069557, 5, 0.013911
mm, 1, 1, 1, openmp, 512, 2048, 512, 10.380267, 5, 2.076053
mm, 1, 1, 2, openmp, 512, 2048, 512, 5.315533, 5, 1.063107
mm, 1, 1, 4, openmp, 512, 2048, 512, 2.661472, 5, 0.532294
mm, 1, 1, 8, openmp, 512, 2048, 512, 1.030210, 5, 0.206042
mm, 1, 1, 1, mkl, 512, 2048, 512, 0.825223, 5, 0.165045
mm, 1, 1, 2, mkl, 512, 2048, 512, 0.422189, 5, 0.084438
mm, 1, 1, 4, mkl, 512, 2048, 512, 0.218211, 5, 0.043642
mm, 1, 1, 8, mkl, 512, 2048, 512, 0.141351, 5, 0.028270
mm, 1, 1, 1, openmp, 512, 2048, 1024, 18.918811, 5, 3.783762
mm, 1, 1, 2, openmp, 512, 2048, 1024, 9.530392, 5, 1.906078
mm, 1, 1, 4, openmp, 512, 2048, 1024, 4.844472, 5, 0.968894
mm, 1, 1, 8, openmp, 512, 2048, 1024, 2.584989, 5, 0.516998
mm, 1, 1, 1, mkl, 512, 2048, 1024, 1.643137, 5, 0.328627
mm, 1, 1, 2, mkl, 512, 2048, 1024, 0.840462, 5, 0.168092
mm, 1, 1, 4, mkl, 512, 2048, 1024, 0.430967, 5, 0.086193
mm, 1, 1, 8, mkl, 512, 2048, 1024, 0.467283, 5, 0.093457
mm, 1, 1, 1, openmp, 512, 2048, 2048, 132.843601, 5, 26.568720
mm, 1, 1, 2, openmp, 512, 2048, 2048, 84.492219, 5, 16.898444
mm, 1, 1, 4, openmp, 512, 2048, 2048, 42.340808, 5, 8.468162
mm, 1, 1, 8, openmp, 512, 2048, 2048, 22.011505, 5, 4.402301
mm, 1, 1, 1, mkl, 512, 2048, 2048, 3.278078, 5, 0.655616
mm, 1, 1, 2, mkl, 512, 2048, 2048, 1.636523, 5, 0.327305
mm, 1, 1, 4, mkl, 512, 2048, 2048, 0.854342, 5, 0.170868
mm, 1, 1, 8, mkl, 512, 2048, 2048, 0.248041, 5, 0.049608
mm, 1, 1, 1, openmp, 1024, 256, 256, 1.323463, 5, 0.264693
mm, 1, 1, 2, openmp, 1024, 256, 256, 0.664893, 5, 0.132979
mm, 1, 1, 4, openmp, 1024, 256, 256, 0.337720, 5, 0.067544
